price,weight,trust_level,data_as_of,staleness_days
67.0,0.002761066479722077,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
68.0,0.0014342781037213208,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
69.0,0.0032429290128286005,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
70.0,0.0012033145454852536,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
71.0,0.003889556142856416,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
72.0,0.0037920830832297364,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
73.0,0.0064896902344599204,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
74.0,0.007705940612064144,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
75.0,0.010130113054335347,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
76.0,0.018054459968118056,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
77.0,0.01508355087970262,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
78.0,0.020702105681978753,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
79.0,0.019499140606169644,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
80.0,0.013757228173857255,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
81.0,0.02428168135622353,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
82.0,0.011107716702641402,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
83.0,0.019011314519439604,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
84.0,0.010760851561009222,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
85.0,0.008770384338509381,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
86.0,0.008366883842519952,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
87.0,0.003550239913114671,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
88.0,0.0032747950340322484,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
89.0,0.0032391367119322433,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
90.0,0.001384617680177054,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
91.0,0.001796604330360126,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
92.0,0.0010088547589274758,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
93.0,0.0042541953044737835,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
94.0,0.0035457109967762324,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
95.0,0.00017376305546887893,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
96.0,0.00972858787922854,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
97.0,0.0022486819223115346,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
98.0,0.0077729397778792736,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
99.0,0.01972385858250328,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
100.0,0.007551545540311918,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
101.0,0.015655890889387458,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
102.0,0.006604605312991041,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
103.0,0.005894207674685844,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
104.0,0.009352635194835804,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
105.0,0.003581287621427689,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
106.0,0.013307215413545532,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
108.0,0.0036593313453870758,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
109.0,0.005900310736833194,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
110.0,0.004942988431098506,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
111.0,0.005374965280086119,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
112.0,0.00244087205254457,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
113.0,0.010474258838077627,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
114.0,0.00022959702160051267,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
115.0,8.707031054185648e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
116.0,0.0011099739595998978,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
117.0,0.0038631116767186527,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
118.0,0.005086040301908551,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
119.0,0.0015547955300716184,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
120.0,0.0018727624891719786,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
121.0,0.0008197578120236382,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
122.0,0.021861909223042677,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
123.0,5.543602665525635e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
124.0,0.0003244107250650079,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
125.0,0.0003639596721317121,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
126.0,0.0032281891300521065,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
127.0,0.005432577313031817,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
128.0,0.009544361730523589,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
129.0,0.010315262230248862,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
130.0,0.007041076670407313,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
131.0,0.02512981751305185,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
132.0,0.017977543720794246,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
133.0,0.006113006499681824,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
134.0,0.009851977296569185,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
135.0,0.005323569274037634,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
136.0,0.008124304685777852,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
137.0,0.004551943460108948,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
138.0,0.010935314131054754,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
139.0,0.0063841369852417635,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
140.0,0.00547485130925716,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
141.0,0.00234591913554663,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
142.0,0.008415169506463717,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
143.0,0.004273161058620694,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
144.0,0.005899492082105818,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
145.0,0.00593644200649566,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
146.0,0.002456765746240823,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
147.0,0.005043757172262502,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
148.0,0.0016960806259822777,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
149.0,0.0017585935409875721,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
150.0,0.0008263386200179206,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
