price,weight,trust_level,data_as_of,staleness_days
36.0,2.3312280052730153e-06,極高 (Very High),2026-07-14,1
36.4,9.536394009340875e-05,極高 (Very High),2026-07-14,1
37.1,5.7756780689819466e-05,極高 (Very High),2026-07-14,1
37.4,9.18247381847198e-05,極高 (Very High),2026-07-14,1
37.6,7.530058714253873e-05,極高 (Very High),2026-07-14,1
37.800000000000004,0.0003601351368409182,極高 (Very High),2026-07-14,1
37.9,0.00011852377982317435,極高 (Very High),2026-07-14,1
38.0,0.0001900233528326344,極高 (Very High),2026-07-14,1
38.1,0.0003968378302761289,極高 (Very High),2026-07-14,1
38.2,0.00022751997661926376,極高 (Very High),2026-07-14,1
38.300000000000004,0.0005806327962384856,極高 (Very High),2026-07-14,1
38.400000000000006,0.0003834011942614711,極高 (Very High),2026-07-14,1
38.5,0.00018382942179378194,極高 (Very High),2026-07-14,1
38.6,0.00024914282794253863,極高 (Very High),2026-07-14,1
38.7,0.0005449919998820933,極高 (Very High),2026-07-14,1
38.800000000000004,0.00024322448831477203,極高 (Very High),2026-07-14,1
38.900000000000006,0.0003342548469966035,極高 (Very High),2026-07-14,1
39.0,0.0006806373357035391,極高 (Very High),2026-07-14,1
39.1,0.0004122660367563591,極高 (Very High),2026-07-14,1
39.2,0.0002048367752694671,極高 (Very High),2026-07-14,1
39.300000000000004,0.0005472285921720927,極高 (Very High),2026-07-14,1
39.400000000000006,0.0004112135952967216,極高 (Very High),2026-07-14,1
39.5,0.0001945421189927033,極高 (Very High),2026-07-14,1
39.6,0.00034051778615158354,極高 (Very High),2026-07-14,1
39.7,0.0004246484420256569,極高 (Very High),2026-07-14,1
39.800000000000004,0.00023122087116090153,極高 (Very High),2026-07-14,1
39.900000000000006,0.00019675052099429074,極高 (Very High),2026-07-14,1
40.0,0.0001583488714526331,極高 (Very High),2026-07-14,1
40.1,0.0009338525168129321,極高 (Very High),2026-07-14,1
40.2,0.0006943835576140515,極高 (Very High),2026-07-14,1
40.300000000000004,0.0015952087859362942,極高 (Very High),2026-07-14,1
40.400000000000006,0.0015013678723775623,極高 (Very High),2026-07-14,1
40.5,5.547108232128056e-05,極高 (Very High),2026-07-14,1
40.6,0.0003258692035487793,極高 (Very High),2026-07-14,1
40.7,0.0010530082859344625,極高 (Very High),2026-07-14,1
40.800000000000004,0.0006590194898837827,極高 (Very High),2026-07-14,1
40.900000000000006,3.3804092604901304e-05,極高 (Very High),2026-07-14,1
41.0,0.00030901417881563556,極高 (Very High),2026-07-14,1
41.1,0.00022073406907641876,極高 (Very High),2026-07-14,1
41.2,0.00017161993427540037,極高 (Very High),2026-07-14,1
41.300000000000004,0.00058907962447429,極高 (Very High),2026-07-14,1
41.400000000000006,0.0007655943126320006,極高 (Very High),2026-07-14,1
41.5,0.0003898067521866938,極高 (Very High),2026-07-14,1
41.6,0.0003863294646312187,極高 (Very High),2026-07-14,1
41.7,0.000676388414473678,極高 (Very High),2026-07-14,1
41.800000000000004,0.003805080272399373,極高 (Very High),2026-07-14,1
41.900000000000006,0.0007626947664183859,極高 (Very High),2026-07-14,1
42.0,0.0016674506599599248,極高 (Very High),2026-07-14,1
42.1,0.001242564424426728,極高 (Very High),2026-07-14,1
42.2,0.00046724099918221186,極高 (Very High),2026-07-14,1
42.300000000000004,0.0008248993906950525,極高 (Very High),2026-07-14,1
42.400000000000006,0.0009726620164565849,極高 (Very High),2026-07-14,1
42.5,0.0016452259660159,極高 (Very High),2026-07-14,1
42.6,0.0014131031448924147,極高 (Very High),2026-07-14,1
42.7,0.0012775477181805983,極高 (Very High),2026-07-14,1
42.800000000000004,0.0022653085484854196,極高 (Very High),2026-07-14,1
42.900000000000006,0.001318935656253805,極高 (Very High),2026-07-14,1
43.0,0.0006213100748652906,極高 (Very High),2026-07-14,1
43.1,0.0009198980316824844,極高 (Very High),2026-07-14,1
43.2,0.0008692929479405702,極高 (Very High),2026-07-14,1
43.300000000000004,0.0010391076931659483,極高 (Very High),2026-07-14,1
43.400000000000006,0.0006617269688152711,極高 (Very High),2026-07-14,1
43.5,0.0005039234181666338,極高 (Very High),2026-07-14,1
43.6,0.0017284646871622597,極高 (Very High),2026-07-14,1
43.7,0.0019993556363510794,極高 (Very High),2026-07-14,1
43.800000000000004,0.002261354779768872,極高 (Very High),2026-07-14,1
43.900000000000006,0.003163879186622959,極高 (Very High),2026-07-14,1
44.0,0.002118606571308474,極高 (Very High),2026-07-14,1
44.1,0.0007076960581507298,極高 (Very High),2026-07-14,1
44.2,0.0010051170451519213,極高 (Very High),2026-07-14,1
44.300000000000004,0.0016803375984908507,極高 (Very High),2026-07-14,1
44.400000000000006,0.0008811506435058144,極高 (Very High),2026-07-14,1
44.5,0.0036136866307119046,極高 (Very High),2026-07-14,1
44.6,0.0014384081866692213,極高 (Very High),2026-07-14,1
44.7,0.0008707964034695558,極高 (Very High),2026-07-14,1
44.800000000000004,0.001582708592863363,極高 (Very High),2026-07-14,1
44.900000000000006,0.010042232487572817,極高 (Very High),2026-07-14,1
45.0,0.0009759273140195862,極高 (Very High),2026-07-14,1
45.1,0.0015333529909504864,極高 (Very High),2026-07-14,1
45.2,0.0026421038603436585,極高 (Very High),2026-07-14,1
45.300000000000004,0.0018629153628249417,極高 (Very High),2026-07-14,1
45.400000000000006,0.0019501258569164463,極高 (Very High),2026-07-14,1
45.5,0.001222907587672505,極高 (Very High),2026-07-14,1
45.6,0.001605198662767935,極高 (Very High),2026-07-14,1
45.7,0.00017797481138886822,極高 (Very High),2026-07-14,1
45.800000000000004,0.0023062568117120973,極高 (Very High),2026-07-14,1
45.900000000000006,0.00040810598595604367,極高 (Very High),2026-07-14,1
46.0,0.0009667897834333053,極高 (Very High),2026-07-14,1
46.1,0.009658244465137904,極高 (Very High),2026-07-14,1
46.2,0.0002134227522070314,極高 (Very High),2026-07-14,1
46.300000000000004,0.0002921298317517461,極高 (Very High),2026-07-14,1
46.400000000000006,0.00026429426358307284,極高 (Very High),2026-07-14,1
46.5,0.0015653190469872447,極高 (Very High),2026-07-14,1
46.6,0.0010229336654247925,極高 (Very High),2026-07-14,1
46.7,0.0010444077417890419,極高 (Very High),2026-07-14,1
46.800000000000004,0.0005606681554562892,極高 (Very High),2026-07-14,1
46.900000000000006,0.00021904597529047136,極高 (Very High),2026-07-14,1
47.0,0.001493472309793508,極高 (Very High),2026-07-14,1
47.1,0.0003100076330602992,極高 (Very High),2026-07-14,1
47.2,0.008147116318590135,極高 (Very High),2026-07-14,1
47.300000000000004,0.0029659880294518708,極高 (Very High),2026-07-14,1
47.400000000000006,0.001748254912730237,極高 (Very High),2026-07-14,1
47.5,0.003416057632439135,極高 (Very High),2026-07-14,1
