price,weight,trust_level,data_as_of,staleness_days
42.0,0.004216476753968643,極高 (Very High),2026-07-14,1
43.0,0.03887058544543009,極高 (Very High),2026-07-14,1
44.0,0.04491419963874982,極高 (Very High),2026-07-14,1
45.0,0.036158460567160426,極高 (Very High),2026-07-14,1
46.0,0.07645741427951672,極高 (Very High),2026-07-14,1
47.0,0.24903697842270142,極高 (Very High),2026-07-14,1
48.0,0.1296960998215975,極高 (Very High),2026-07-14,1
49.0,0.13625091790371474,極高 (Very High),2026-07-14,1
50.0,0.10384636249793579,極高 (Very High),2026-07-14,1
51.0,0.004925664698237613,極高 (Very High),2026-07-14,1
52.0,0.018299547036063096,極高 (Very High),2026-07-14,1
53.0,0.010824106519593753,極高 (Very High),2026-07-14,1
54.0,0.005635152012619625,極高 (Very High),2026-07-14,1
55.0,0.008583101802761062,極高 (Very High),2026-07-14,1
56.0,0.009966941497585813,極高 (Very High),2026-07-14,1
57.0,0.029524109768034747,極高 (Very High),2026-07-14,1
58.0,0.026221220618454135,極高 (Very High),2026-07-14,1
59.0,0.012856402965049262,極高 (Very High),2026-07-14,1
60.0,0.005287791483679591,極高 (Very High),2026-07-14,1
61.0,0.008512528783373946,極高 (Very High),2026-07-14,1
62.0,0.011399637886870283,極高 (Very High),2026-07-14,1
63.0,0.012270834306167575,極高 (Very High),2026-07-14,1
64.0,0.0021936297872775425,極高 (Very High),2026-07-14,1
65.0,0.0019130715714023093,極高 (Very High),2026-07-14,1
66.0,0.004473580040356952,極高 (Very High),2026-07-14,1
67.0,0.0033850775197250206,極高 (Very High),2026-07-14,1
68.0,0.0026114874932697363,極高 (Very High),2026-07-14,1
69.0,0.0005732954037848744,極高 (Very High),2026-07-14,1
70.0,0.0006158419042656925,極高 (Very High),2026-07-14,1
71.0,3.6904096112893046e-05,極高 (Very High),2026-07-14,1
72.0,6.641675569480074e-05,極高 (Very High),2026-07-14,1
73.0,0.0001677404994034445,極高 (Very High),2026-07-14,1
74.0,6.124743185982366e-05,極高 (Very High),2026-07-14,1
75.0,2.7127137522296596e-05,極高 (Very High),2026-07-14,1
76.0,6.528426462319035e-05,極高 (Very High),2026-07-14,1
77.0,6.101875147870063e-06,極高 (Very High),2026-07-14,1
78.0,4.836776720455297e-06,極高 (Very High),2026-07-14,1
79.0,1.5945965084463376e-06,極高 (Very High),2026-07-14,1
80.0,6.904698829852956e-06,極高 (Very High),2026-07-14,1
81.0,2.602931354001296e-06,極高 (Very High),2026-07-14,1
82.0,2.577256803769661e-06,極高 (Very High),2026-07-14,1
83.0,6.086973732516882e-06,極高 (Very High),2026-07-14,1
84.0,3.1137350795339435e-06,極高 (Very High),2026-07-14,1
85.0,4.098373472993355e-06,極高 (Very High),2026-07-14,1
86.0,4.754521092062064e-07,極高 (Very High),2026-07-14,1
87.0,1.4784632721649767e-06,極高 (Very High),2026-07-14,1
88.0,4.784006558105531e-07,極高 (Very High),2026-07-14,1
92.0,5.107945767186963e-07,極高 (Very High),2026-07-14,1
93.0,1.9707947673230554e-06,極高 (Very High),2026-07-14,1
373.0,1.5462675297020085e-07,極高 (Very High),2026-07-14,1
395.0,1.853780567070568e-07,極高 (Very High),2026-07-14,1
406.0,1.8345589721335878e-07,極高 (Very High),2026-07-14,1
417.0,1.2475492394104518e-07,極高 (Very High),2026-07-14,1
461.0,2.8018288327474836e-07,極高 (Very High),2026-07-14,1
472.0,6.26745226828726e-07,極高 (Very High),2026-07-14,1
483.0,9.630322239232287e-07,極高 (Very High),2026-07-14,1
494.0,2.021167770135299e-06,極高 (Very High),2026-07-14,1
505.0,7.282504403240087e-07,極高 (Very High),2026-07-14,1
516.0,1.3284949526943978e-06,極高 (Very High),2026-07-14,1
527.0,1.469914138996267e-06,極高 (Very High),2026-07-14,1
538.0,8.67138998317715e-07,極高 (Very High),2026-07-14,1
549.0,4.1198713215098997e-07,極高 (Very High),2026-07-14,1
560.0,6.96986022623637e-07,極高 (Very High),2026-07-14,1
571.0,3.402315457350244e-07,極高 (Very High),2026-07-14,1
582.0,2.228910024155918e-07,極高 (Very High),2026-07-14,1
593.0,3.444230416508049e-07,極高 (Very High),2026-07-14,1
604.0,7.014749803752667e-07,極高 (Very High),2026-07-14,1
615.0,2.7912641489279766e-07,極高 (Very High),2026-07-14,1
