price,weight,trust_level,data_as_of,staleness_days
67.0,0.0001253704238350359,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
67.5,0.00023272982908036164,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
68.0,7.158376010286622e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
68.5,0.00014323799206873562,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
69.0,0.00021499180504274808,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
70.0,8.951598842123258e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
70.5,0.0003408192800108683,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
71.0,0.0007171512591653096,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
71.5,0.0005914838151013584,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
72.0,0.0006614618113962743,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
72.5,0.0004642692003614642,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
73.0,0.00046503729927635187,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
73.5,0.000699469143977827,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
74.0,0.00037558362937967487,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
74.5,0.0007152065956985627,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
75.0,0.001436176432753487,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
75.5,0.00012551235677133802,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
76.0,5.356140088379442e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
76.5,0.00012517707186554373,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
77.0,0.00012506667060485673,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
77.5,0.0003397500228233197,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
78.0,0.000107177707670041,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
78.5,0.000359355790321942,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
79.0,0.0004497367893949872,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
80.0,5.398573738586787e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
80.5,0.00012598322667916833,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
81.0,0.00019820626732941233,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
81.5,0.0006482777233099836,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
82.0,0.0005046722502412428,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
82.5,0.0003243198459379649,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
83.0,0.00023432839597238255,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
83.5,7.204011501626829e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
84.0,5.410943137031373e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
84.5,5.408542950158831e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
85.0,9.017051210919216e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
86.0,0.00012629860952434693,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
86.5,0.00048800889752465833,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
87.0,0.00019865588935082177,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
87.5,0.001015086956728682,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
88.0,0.0002709788738113566,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
88.5,0.0001987787765726274,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
89.0,0.00046963831511163636,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
89.5,0.00019868358186494358,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
90.0,0.0005784293503879156,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
90.5,0.0001987870580632762,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
91.0,0.00012653182026864073,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
91.5,0.00014464850179362633,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
92.0,0.00018112091986257728,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
92.5,0.0003443945237198777,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
93.0,0.00018112368027732166,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
93.5,0.0006450427403801335,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
94.0,0.00021953883024109695,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
94.5,0.00027452994592372577,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
95.0,0.00042012490173280335,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
95.5,0.0002969127088253389,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
96.0,0.00025592089257030513,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
96.5,0.0005692685564110072,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
97.0,0.00011005014673242565,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
97.5,7.337796496775742e-05,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
98.0,0.0008409356168568946,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
98.5,0.0004759496028055947,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
99.0,0.00029352556752142395,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
99.5,0.00034993355780531173,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
100.0,0.0005921477714759804,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
100.5,0.0007713836234612657,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
101.0,0.0010222657972962287,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
101.5,0.00043823801490646894,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
102.0,0.0012360770590109445,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
102.5,0.0011534492850445294,極低 (Very Low) - 新上市歷史過短,2026-07-14,1
