price,weight,trust_level,data_as_of,staleness_days
162.0,6.140568843096006e-06,極高 (Very High),2026-07-13,2
164.0,2.5730656390701452e-05,極高 (Very High),2026-07-13,2
165.0,2.1663151224113943e-05,極高 (Very High),2026-07-13,2
166.0,2.631310866618377e-05,極高 (Very High),2026-07-13,2
167.0,2.5007845495107818e-05,極高 (Very High),2026-07-13,2
169.0,5.533877023340564e-05,極高 (Very High),2026-07-13,2
170.0,0.00011903231872347369,極高 (Very High),2026-07-13,2
171.0,0.0001727630793301723,極高 (Very High),2026-07-13,2
172.0,0.00017446965811404667,極高 (Very High),2026-07-13,2
174.0,0.00020514625879280968,極高 (Very High),2026-07-13,2
175.0,9.3972852480063e-05,極高 (Very High),2026-07-13,2
176.0,8.230873819624698e-05,極高 (Very High),2026-07-13,2
178.0,0.00012521170020598233,極高 (Very High),2026-07-13,2
179.0,0.0001779090170241277,極高 (Very High),2026-07-13,2
180.0,0.00015725620939891803,極高 (Very High),2026-07-13,2
181.0,0.00011565613358684115,極高 (Very High),2026-07-13,2
183.0,0.00010168794728672224,極高 (Very High),2026-07-13,2
184.0,9.366314186316918e-05,極高 (Very High),2026-07-13,2
185.0,2.40219279680237e-05,極高 (Very High),2026-07-13,2
186.0,2.204318411179488e-05,極高 (Very High),2026-07-13,2
188.0,3.300352089600129e-05,極高 (Very High),2026-07-13,2
189.0,0.00012506889465344303,極高 (Very High),2026-07-13,2
190.0,0.00014885656016083555,極高 (Very High),2026-07-13,2
192.0,0.006765179439145734,極高 (Very High),2026-07-13,2
193.0,0.00016602782323183292,極高 (Very High),2026-07-13,2
194.0,0.00018404809169080441,極高 (Very High),2026-07-13,2
195.0,0.00015574684581046836,極高 (Very High),2026-07-13,2
197.0,0.00013463635718290133,極高 (Very High),2026-07-13,2
198.0,0.00013532224973682007,極高 (Very High),2026-07-13,2
199.0,0.00019146031864123976,極高 (Very High),2026-07-13,2
200.0,0.00012925056607120269,極高 (Very High),2026-07-13,2
202.0,7.745052096873897e-05,極高 (Very High),2026-07-13,2
203.0,5.9960752785263204e-05,極高 (Very High),2026-07-13,2
204.0,5.0701791684384385e-05,極高 (Very High),2026-07-13,2
205.0,4.5805300570500204e-05,極高 (Very High),2026-07-13,2
207.0,4.0250108232017426e-05,極高 (Very High),2026-07-13,2
208.0,6.898516733041304e-05,極高 (Very High),2026-07-13,2
209.0,0.00010173369629445933,極高 (Very High),2026-07-13,2
211.0,7.864912540889927e-05,極高 (Very High),2026-07-13,2
212.0,7.922857898534382e-05,極高 (Very High),2026-07-13,2
