price,weight,trust_level,data_as_of,staleness_days
48.0,6.106517091157658e-07,高 (High),2026-07-14,1
48.1,1.7082432470175798e-06,高 (High),2026-07-14,1
48.2,3.339681936244561e-06,高 (High),2026-07-14,1
48.300000000000004,5.0964911681226965e-06,高 (High),2026-07-14,1
48.5,6.2172217384873085e-06,高 (High),2026-07-14,1
48.6,6.6534404528281936e-06,高 (High),2026-07-14,1
48.7,7.089659167169033e-06,高 (High),2026-07-14,1
48.800000000000004,5.86599372525608e-06,高 (High),2026-07-14,1
49.0,6.314746518155233e-06,高 (High),2026-07-14,1
49.1,7.91318724532493e-06,高 (High),2026-07-14,1
49.2,1.4587154152356681e-05,高 (High),2026-07-14,1
49.300000000000004,2.00062227907302e-05,高 (High),2026-07-14,1
49.5,1.94462874561926e-05,高 (High),2026-07-14,1
49.6,2.037673815217262e-05,高 (High),2026-07-14,1
49.7,2.4785451606178015e-05,高 (High),2026-07-14,1
49.800000000000004,2.742913015098501e-05,高 (High),2026-07-14,1
49.900000000000006,2.4439280759306213e-05,高 (High),2026-07-14,1
50.1,2.3029694618724047e-05,高 (High),2026-07-14,1
50.2,2.968709300636274e-05,高 (High),2026-07-14,1
50.300000000000004,4.277690725898794e-05,高 (High),2026-07-14,1
50.400000000000006,5.6571828809600673e-05,高 (High),2026-07-14,1
50.6,5.161633375595449e-05,高 (High),2026-07-14,1
50.7,3.977733562882073e-05,高 (High),2026-07-14,1
50.800000000000004,4.214744354862084e-05,高 (High),2026-07-14,1
50.900000000000006,2.9463017841714748e-05,高 (High),2026-07-14,1
51.1,2.229826521309663e-05,高 (High),2026-07-14,1
51.2,2.1092047145130726e-05,高 (High),2026-07-14,1
51.300000000000004,2.7108189302116583e-05,高 (High),2026-07-14,1
51.400000000000006,3.4543519442378905e-05,高 (High),2026-07-14,1
51.6,4.194082144255651e-05,高 (High),2026-07-14,1
51.7,3.9951075743145375e-05,高 (High),2026-07-14,1
51.800000000000004,4.610197809967784e-05,高 (High),2026-07-14,1
51.900000000000006,5.413693902866991e-05,高 (High),2026-07-14,1
52.0,4.455126207580975e-05,高 (High),2026-07-14,1
52.2,4.3083713918038294e-05,高 (High),2026-07-14,1
52.300000000000004,3.5970179178981286e-05,高 (High),2026-07-14,1
52.400000000000006,3.0186580169085397e-05,高 (High),2026-07-14,1
52.5,4.5803637188210325e-05,高 (High),2026-07-14,1
52.7,8.924128318358371e-05,高 (High),2026-07-14,1
52.800000000000004,0.00011667445651110248,高 (High),2026-07-14,1
52.900000000000006,0.00010425902666680707,高 (High),2026-07-14,1
53.0,8.984731008659733e-05,高 (High),2026-07-14,1
53.2,8.952344493641496e-05,高 (High),2026-07-14,1
53.300000000000004,0.00010629060770814345,高 (High),2026-07-14,1
53.400000000000006,9.779264008394928e-05,高 (High),2026-07-14,1
53.5,8.325919662395484e-05,高 (High),2026-07-14,1
53.6,0.00012780181562295397,高 (High),2026-07-14,1
