price,weight,trust_level,data_as_of,staleness_days
54.0,3.7863551431910575e-06,極高 (Very High),2026-07-14,1
60.5,1.325030786787941e-07,極高 (Very High),2026-07-14,1
61.0,1.29687576002603e-07,極高 (Very High),2026-07-14,1
61.5,1.0487966737438255e-07,極高 (Very High),2026-07-14,1
62.0,1.0594612259973836e-07,極高 (Very High),2026-07-14,1
63.0,1.0579473766677828e-07,極高 (Very High),2026-07-14,1
64.5,1.614487758537901e-07,極高 (Very High),2026-07-14,1
65.0,2.0376158691702426e-07,極高 (Very High),2026-07-14,1
65.5,1.5252815639968778e-07,極高 (Very High),2026-07-14,1
66.0,1.8644290971012565e-07,極高 (Very High),2026-07-14,1
66.5,2.0385601576309378e-07,極高 (Very High),2026-07-14,1
67.0,1.8797597495160629e-07,極高 (Very High),2026-07-14,1
67.5,2.2980521812805056e-07,極高 (Very High),2026-07-14,1
68.0,2.0618675520968587e-07,極高 (Very High),2026-07-14,1
68.5,1.265161621913243e-07,極高 (Very High),2026-07-14,1
69.0,1.2214675220107693e-07,極高 (Very High),2026-07-14,1
69.5,1.1574506005880827e-07,極高 (Very High),2026-07-14,1
74.5,1.1266817692781381e-07,極高 (Very High),2026-07-14,1
75.0,1.1323237850523122e-07,極高 (Very High),2026-07-14,1
75.5,1.349193391055656e-07,極高 (Very High),2026-07-14,1
76.0,1.2375140224034725e-07,極高 (Very High),2026-07-14,1
78.0,1.3137423968137013e-07,極高 (Very High),2026-07-14,1
78.5,1.392891629163768e-07,極高 (Very High),2026-07-14,1
79.0,1.2674847649194895e-07,極高 (Very High),2026-07-14,1
79.5,1.109374259547408e-07,極高 (Very High),2026-07-14,1
80.0,1.5009731474658095e-07,極高 (Very High),2026-07-14,1
80.5,1.5078958008295595e-07,極高 (Very High),2026-07-14,1
81.0,1.189669494261966e-07,極高 (Very High),2026-07-14,1
81.5,1.0177336378527584e-07,極高 (Very High),2026-07-14,1
82.0,1.1296181099870622e-07,極高 (Very High),2026-07-14,1
82.5,1.2240368376220355e-07,極高 (Very High),2026-07-14,1
83.0,1.192423009641445e-07,極高 (Very High),2026-07-14,1
83.5,1.1013400262379406e-07,極高 (Very High),2026-07-14,1
84.0,1.2713883302577899e-07,極高 (Very High),2026-07-14,1
84.5,1.5987415360107895e-07,極高 (Very High),2026-07-14,1
85.0,1.5199926346715652e-07,極高 (Very High),2026-07-14,1
85.5,1.2873843322103257e-07,極高 (Very High),2026-07-14,1
86.0,1.1326249912045024e-07,極高 (Very High),2026-07-14,1
86.5,1.1776740263267664e-07,極高 (Very High),2026-07-14,1
87.0,1.1008824232584229e-07,極高 (Very High),2026-07-14,1
87.5,1.0729862719853267e-07,極高 (Very High),2026-07-14,1
88.0,1.0149193184336786e-07,極高 (Very High),2026-07-14,1
90.5,1.186248211467599e-07,極高 (Very High),2026-07-14,1
91.0,1.4194675546562323e-07,極高 (Very High),2026-07-14,1
92.0,1.6148348071200532e-07,極高 (Very High),2026-07-14,1
92.5,1.6358378878043113e-07,極高 (Very High),2026-07-14,1
93.0,1.3149784437845913e-07,極高 (Very High),2026-07-14,1
93.5,1.1624655954414353e-07,極高 (Very High),2026-07-14,1
100.5,1.2846042311497125e-07,極高 (Very High),2026-07-14,1
101.0,1.4344562792793423e-07,極高 (Very High),2026-07-14,1
101.5,1.3494902451198531e-07,極高 (Very High),2026-07-14,1
102.0,1.1857055418491712e-07,極高 (Very High),2026-07-14,1
102.5,1.1640006496954781e-07,極高 (Very High),2026-07-14,1
103.0,1.1019921805689083e-07,極高 (Very High),2026-07-14,1
103.5,1.1703113002878119e-07,極高 (Very High),2026-07-14,1
104.0,1.3715662349885185e-07,極高 (Very High),2026-07-14,1
104.5,1.5036870499465475e-07,極高 (Very High),2026-07-14,1
105.0,1.7312296133634892e-07,極高 (Very High),2026-07-14,1
105.5,1.966562259919646e-07,極高 (Very High),2026-07-14,1
106.5,1.9744087889097054e-07,極高 (Very High),2026-07-14,1
107.0,1.9675383108682888e-07,極高 (Very High),2026-07-14,1
107.5,1.7417454046291633e-07,極高 (Very High),2026-07-14,1
108.0,1.9693043446661392e-07,極高 (Very High),2026-07-14,1
108.5,2.140829807357184e-07,極高 (Very High),2026-07-14,1
109.0,1.8955879820949842e-07,極高 (Very High),2026-07-14,1
109.5,1.6605246588564095e-07,極高 (Very High),2026-07-14,1
110.0,1.685259403215367e-07,極高 (Very High),2026-07-14,1
110.5,1.8741724167680197e-07,極高 (Very High),2026-07-14,1
111.0,2.197439265436119e-07,極高 (Very High),2026-07-14,1
111.5,2.294233787825583e-07,極高 (Very High),2026-07-14,1
112.0,2.179289916370155e-07,極高 (Very High),2026-07-14,1
112.5,2.1892719199562904e-07,極高 (Very High),2026-07-14,1
113.0,2.107087435980433e-07,極高 (Very High),2026-07-14,1
113.5,1.9888466651358898e-07,極高 (Very High),2026-07-14,1
114.0,1.8153606830199438e-07,極高 (Very High),2026-07-14,1
