price,weight
130.0,0.042757003093607526
135.0,0.0009800494463129035
140.0,0.002089819785323975
145.0,0.003754168115080976
150.0,0.00243257318049212
155.0,0.00021916909203535334
160.0,0.0010136908347612144
165.0,0.0007813146726578855
170.0,0.001198020660964888
175.0,0.0024804602351222228
180.0,0.0032829067601797637
185.0,0.008218783959938098
190.0,0.003056500120413467
195.0,0.008079504332342871
200.0,0.004299489811350704
205.0,0.003974936976663386
210.0,0.003193022559171668
215.0,0.0032863825909515768
220.0,0.005373798167421994
225.0,0.0016266353723178898
230.0,0.002275297683009213
235.0,0.0016760299561084638
240.0,0.0016435509433321742
245.0,0.0021806351750109513
250.0,0.0019693099797962726
255.0,0.0020997275507732968
260.0,0.004382720148779299
265.0,0.0038893219770749854
270.0,0.0043519172413007574
275.0,0.0017463470537461602
280.0,0.0044501654848928904
285.0,0.0024263754297259086
290.0,0.0020479459645038503
295.0,0.002644576603174251
300.0,0.00129565644320953
305.0,0.0006225629923254464
310.0,0.0001945235639510215
315.0,0.000598632864178269
320.0,0.0003781149333871337
325.0,0.0011116498325354095
330.0,0.0002380452604761858
340.0,0.0006114371397793648
345.0,0.0002445752607350475
350.0,0.0021325768934222257
355.0,0.0008404867456145832
360.0,0.0015158664454490043
365.0,0.0015098993160543633
370.0,0.0032788607012587496
375.0,0.0017989594491778483
380.0,0.004167519324922942
385.0,0.004983825234223221
390.0,0.004047940659121814
395.0,0.003563615663695521
400.0,0.0017405725602489762
405.0,0.0018263676764274622
410.0,0.004103527642849352
415.0,0.004083205333949041
420.0,0.0026748889353209702
425.0,0.0011505784105051366
430.0,0.0027072794659107227
435.0,0.0026699931601854134
440.0,0.005055497402126602
445.0,0.0053366898692962525
450.0,0.00419917925899832
455.0,0.006669956296372563
460.0,0.006515506557467414
465.0,0.00626538373052199
470.0,0.004771420797848667
475.0,0.00664439581044702
480.0,0.0035174477731622624
485.0,0.006389356214351346
490.0,0.006911288713752233
495.0,0.004817478021033776
500.0,0.008539740749001986
505.0,0.006755230864768942
510.0,0.007893449536705382
515.0,0.007085042540199858
520.0,0.007736016017765848
525.0,0.011447270001380756
530.0,0.012245809552121118
535.0,0.010308430252083414
540.0,0.012323711650510466
545.0,0.014412031725917634
550.0,0.013231932278064731
555.0,0.015763243171762892
560.0,0.0140036639013563
565.0,0.0058464258936278875
570.0,0.0031612896165764777
575.0,0.0025012183125909964
580.0,0.0019150301262453148
585.0,0.0025274875899017526
590.0,0.0027461776724799405
595.0,0.0022102397374355307
600.0,0.007574652807287135
605.0,0.003647893935849454
610.0,0.0008090201995404309
615.0,0.002203071855468107
620.0,0.0025239092391802255
630.0,0.000569011340986267
650.0,0.0005896104352375275
655.0,0.0010424871020399378
660.0,0.000756946338981535
665.0,0.0019160899971611908
670.0,0.0018669678855858787
675.0,0.0019295108506627552
695.0,0.0015445160911468111
700.0,0.0007625091891062785
705.0,0.0011222029821723197
720.0,0.0008557584358480897
730.0,0.005522148060993227
735.0,0.003072946674050092
740.0,0.0016667936361629916
745.0,0.0004881983184619572
750.0,0.0026993142687702703
755.0,0.006167702247776888
760.0,0.0024730788802505045
765.0,0.002120080790371776
770.0,0.0014458437407013837
775.0,0.0018934039403931382
780.0,0.0007071302549533062
785.0,0.0043494776590574805
790.0,0.0004566999073349599
795.0,0.0017598579401894203
800.0,0.0014760937530842542
805.0,0.00734627541970919
810.0,0.0016038641077279728
815.0,0.002628481229665606
820.0,0.0006115867004626861
825.0,0.0004890966097139516
830.0,0.0013254099501064842
835.0,0.00215875579147521
840.0,0.0015195679812728417
845.0,0.003962511161876809
850.0,0.002306988520945852
855.0,0.0037921715802215366
860.0,0.00255982546233554
865.0,0.0029138448372751807
870.0,0.0015703651300136778
875.0,0.002240344775986044
880.0,0.001958593080955251
885.0,0.003981058202194479
890.0,0.002200351527497819
895.0,0.0027555283771621454
900.0,0.002360779912248179
905.0,0.0018292463059939282
910.0,0.004536572482715588
915.0,0.007086539354365813
920.0,0.005580819346227136
925.0,0.003306228787131025
930.0,0.007445501349182728
935.0,0.003985045267362569
940.0,0.006665509342821778
945.0,0.005216651899706824
950.0,0.007332490176294195
955.0,0.0049467457323007485
960.0,0.002984034177521284
965.0,0.004321964125564243
970.0,0.0027576464742128876
975.0,0.007632380509997485
980.0,0.006717131380821737
985.0,0.0025057229151085277
990.0,0.0055871233166010234
1000.0,0.005641991662880506
1005.0,0.005846258804244755
1010.0,0.007540631006221799
1015.0,0.0027563396944006737
1020.0,0.005456250986388937
1025.0,0.0038211220927159
1030.0,0.006587270638059954
1035.0,0.00780103241986322
1040.0,0.008576765612486685
1045.0,0.005611931451142634
1050.0,0.002678013148702896
1055.0,0.005504292498119248
1060.0,0.010775338922208742
1065.0,0.006959967131059513
1070.0,0.003097829554571005
1075.0,0.0005756173619785733
1080.0,0.006156704236535855
1085.0,0.002167375744049882
1090.0,0.006229020038107085
1095.0,0.0012231262955582013
1100.0,0.0007276968142201721
1110.0,0.001759108806298272
1115.0,0.0035537324910024154
1120.0,0.0009152443478060705
1125.0,0.0028660593430865086
1130.0,0.0038703643643696766
1135.0,0.0017137750074576513
1140.0,0.0028977270201136184
1145.0,0.001610983765731962
1150.0,0.0011362114245945108
1155.0,0.0036865062369239587
1160.0,0.002605493851834004
1165.0,0.004547369561442621
1170.0,0.0014575150225000252
1180.0,0.002034365234232902
1205.0,0.0011809692730557445
1230.0,0.0009045555769364032
1240.0,0.0015249443335668346
1255.0,0.0008769752778068564
1260.0,0.0013486235656394938
1265.0,0.0019255695016911793
1275.0,0.0008675507903732364
1290.0,0.0007792748622660532
1300.0,0.0011086297220595216
1310.0,0.000780567693072673
1320.0,0.002047100962241025
1330.0,0.0013489221242260283
1350.0,0.0008975469500239677
1370.0,0.002510268392140327
1375.0,0.0009423139852964994
1380.0,0.0017241215157069423
1390.0,0.001122092330062014
1395.0,0.0016449862496954878
1400.0,0.0029015341847922634
1410.0,0.0009743479431157006
1415.0,0.0007513729310608974
1420.0,0.005146104496900073
1425.0,0.0027223311319562907
1430.0,0.004491226883096114
1435.0,0.0015638634715055817
1440.0,0.004754713492084077
1445.0,0.0006354031372217023
1450.0,0.0015106849163720331
1455.0,0.003346162355283378
1460.0,0.0022347497261362313
1465.0,0.0018942557181167727
1470.0,0.0026453394938883274
1475.0,0.004459111502701372
1485.0,0.0011689330875888878
1490.0,0.0009490409435046404
1495.0,0.004427754058428101
1510.0,0.0006602446543057161
1515.0,0.0006856693165829505
1530.0,0.0009657415547671954
1560.0,0.0012217187048024984
1655.0,0.002183518122363049
1665.0,0.0016340423266335386
1670.0,0.002187108385520439
1675.0,0.0015293071842195272
1680.0,0.0012015998245111614
1685.0,0.0009864874409406075
1700.0,0.001953220470407795
1725.0,0.0017718454113193139
1740.0,0.001501301457523517
1745.0,0.0009798228884493696
1750.0,0.00201398913499688
1755.0,0.003779479167338426
1760.0,0.0008846153294366274
1765.0,0.0027022695949576844
1775.0,0.001367453776590391
1780.0,0.0023092275729171283
1785.0,0.0026398590674391533
