price,weight
550.0,1.0173956867060858e-07
555.0,4.195235836850924e-07
560.0,4.707867342741375e-07
565.0,1.3763979693164337e-07
570.0,7.311260655672092e-07
575.0,4.321160549607493e-07
580.0,6.958721705328982e-07
585.0,4.0604570508897414e-07
590.0,2.2132324619737363e-07
595.0,4.198144080629673e-07
600.0,5.299420404810937e-07
605.0,6.134127512597106e-07
610.0,3.033231468262552e-07
615.0,3.1576428574539164e-07
620.0,7.976579020339571e-07
625.0,4.0010730731705743e-07
630.0,3.536041436794562e-07
640.0,6.36353666439369e-07
645.0,1.5091026040880196e-06
650.0,4.797778579545403e-07
655.0,1.2901280202271255e-06
660.0,3.098326689311893e-07
665.0,1.1557839183473482e-06
670.0,5.248910837316757e-07
675.0,2.3094895235716743e-06
680.0,1.1924511107824699e-06
685.0,6.863995323434209e-07
690.0,1.38467885746149e-06
695.0,1.719904605497144e-06
700.0,1.6621645189435329e-06
705.0,1.3680921782466514e-06
710.0,7.135474242144279e-07
715.0,1.6119557954830136e-06
720.0,6.330789522398158e-07
725.0,4.3284366974997194e-07
730.0,2.058681794579522e-06
735.0,7.63865917937283e-07
740.0,2.234117367241312e-06
745.0,9.841129475234948e-07
750.0,1.3795124719275224e-06
755.0,2.2789138186379978e-06
760.0,2.370843671741128e-06
765.0,2.8904110776558347e-07
770.0,1.6662983682634192e-06
775.0,9.312246067797459e-07
780.0,7.956355431128347e-07
785.0,2.0306437099271543e-07
790.0,1.4423973503386769e-06
795.0,5.965503328502709e-07
800.0,6.467653571886514e-07
805.0,1.2412406529478135e-06
810.0,9.361867714753904e-07
815.0,2.0314061306535682e-06
820.0,9.615716757913989e-07
825.0,1.009359360505566e-06
830.0,9.021335812511699e-07
835.0,2.2610369564982314e-06
840.0,2.1749823016269903e-06
845.0,5.550581444354603e-07
850.0,3.2292455391670674e-07
855.0,2.0322468333890348e-06
860.0,6.545816391246737e-07
865.0,2.054343638309097e-06
870.0,4.3598467974525955e-07
875.0,3.232771939605736e-07
880.0,1.720832446308125e-07
885.0,2.0058890994598954e-07
890.0,1.410765879532731e-06
895.0,1.0949783566194728e-07
905.0,9.370994100286188e-07
910.0,4.660818297994202e-06
915.0,1.6896376260790833e-07
920.0,1.438731858342383e-07
925.0,2.0179517946114687e-07
930.0,8.01313901856152e-07
940.0,1.5527334647452925e-06
945.0,8.690409055266268e-07
950.0,3.116400161092658e-06
955.0,9.690762106555356e-07
960.0,1.4885602481712903e-07
970.0,1.8717376416161714e-06
975.0,5.135057081533072e-07
980.0,8.686591652905236e-07
985.0,3.274462233325428e-06
990.0,2.3433129121284143e-06
995.0,1.1972988458277836e-06
1000.0,3.22621272986461e-06
1005.0,6.02111887011754e-07
1010.0,3.5637669277121604e-06
1015.0,4.931620049644339e-07
1025.0,3.8004227573395593e-06
1030.0,2.9144842144068815e-06
1035.0,4.310664693740798e-06
1040.0,2.314875548371567e-06
1045.0,4.844203894669088e-07
1050.0,1.240596830770756e-06
1055.0,4.52845463684454e-06
1060.0,9.72926438501112e-07
1070.0,3.1443443926249974e-06
1075.0,4.6631265004630935e-06
1080.0,1.6942793487935035e-06
1090.0,2.22153528169244e-06
1095.0,3.2940070482844628e-06
1100.0,1.0288262763118346e-06
1110.0,5.231650905971502e-06
1120.0,2.1713702569986787e-06
1125.0,2.1757640581410194e-06
1130.0,1.7226709534941902e-06
1175.0,1.603806441922276e-06
1270.0,7.424376211020648e-06
1280.0,6.9852049830270056e-06
1290.0,8.018103367900824e-06
1300.0,1.9862603570594228e-06
1310.0,6.320813303239584e-06
1335.0,7.788886026689167e-06
1340.0,4.5617280366036435e-06
1345.0,4.0699129759657556e-06
1350.0,5.588386784792334e-06
1355.0,9.495795451919273e-06
1360.0,2.184482961566988e-05
1370.0,5.708147646854277e-06
1380.0,1.2329451336012597e-05
1385.0,9.803902515822661e-06
1390.0,5.582015609705756e-06
1395.0,2.7449997266785204e-06
1400.0,1.5845444662010454e-05
1405.0,1.503737733869671e-05
1415.0,3.300068584671867e-06
1420.0,9.525525085445052e-06
1425.0,1.6323418683679428e-05
1430.0,1.4678277353015116e-05
1435.0,9.321764264431007e-06
1440.0,7.528155162438051e-06
1445.0,3.02385742870505e-06
1450.0,8.929828193956891e-06
1455.0,2.115939430918089e-05
1470.0,1.997646451113388e-05
1475.0,2.174656273296508e-05
1480.0,4.0998377871737165e-05
1485.0,9.65585076773805e-06
1495.0,0.0011764786084300766
1505.0,7.736122172077766e-06
1510.0,3.0651237658632555e-05
1515.0,2.7383261504402993e-05
1520.0,0.0014052694847641123
1525.0,4.582131901715492e-06
1530.0,8.117192860099597e-06
1535.0,3.0259957482214082e-05
1540.0,1.5650545591000175e-05
1545.0,2.4579446006048113e-05
1550.0,1.5482286660167956e-05
1555.0,4.500673836225026e-06
1560.0,9.565204551563329e-06
1565.0,0.00013059978590987737
1570.0,0.0005188639315188209
1575.0,1.3621314943652648e-05
1580.0,7.58282476441875e-05
1585.0,3.439873934027315e-05
1590.0,2.914662445450389e-05
1595.0,0.00018146764240900063
1600.0,8.405450432714583e-05
1605.0,0.00016886721471690095
1610.0,0.0003370523887439804
1615.0,5.5406503447672044e-05
1620.0,1.2290536401308519e-05
1625.0,0.0003002136317120635
1630.0,9.542054674763125e-05
1635.0,1.3859638474129581e-05
1640.0,0.0002278461696667368
1645.0,3.9563394639671765e-05
1650.0,9.736338930046424e-05
1655.0,0.00018308634788252295
1660.0,2.5396411522135496e-05
1665.0,0.0002794414560545359
1670.0,1.1344140784557521e-05
1675.0,0.0005300295253123652
1680.0,0.0006984210064071881
1685.0,6.511222100741808e-05
1690.0,0.0003753791096215589
1695.0,1.0911901190099924e-05
1700.0,0.00023171582479329246
1705.0,8.27521385417397e-05
1710.0,9.672914095335665e-05
1715.0,2.292826876924353e-05
1720.0,0.00020969726302857316
1730.0,0.0001234675392001225
1735.0,0.00016013252188479748
1740.0,0.0019493970219432344
1745.0,3.148586866887106e-05
1750.0,0.0011846586623863425
1755.0,3.9112647446237676e-05
1760.0,3.754646092772452e-05
1765.0,4.696693586245146e-05
1770.0,0.002928693836632007
1775.0,0.0005207394382250256
1780.0,0.00016722793853732917
1790.0,6.606040053645302e-05
1795.0,3.381664320770388e-05
1800.0,0.000516270823810537
1805.0,0.0006798825644616076
1810.0,0.0012819721999764565
1815.0,0.0010579266565084579
1820.0,0.00010296528468274984
1825.0,0.001644633951864028
1830.0,0.0003211237131450468
1835.0,0.00017506615183791535
1840.0,0.00024841452501167945
1845.0,0.000724637168907694
1850.0,0.0009342293242597687
1855.0,0.001601340390391621
1860.0,0.00023014360471632452
1865.0,0.00032987666734533253
1870.0,0.00039832920071123865
1875.0,0.00026083088394778333
1880.0,0.0004102806043097231
1885.0,0.0009004367922587004
1890.0,0.00010414853567748354
1895.0,0.0004179424129658604
1900.0,0.00010915859315515797
1905.0,0.0006244104844631099
1910.0,0.0011893006023826808
1925.0,0.00046900244080696807
1930.0,0.0017659549376835303
1935.0,0.0009577562870402925
1940.0,5.708818655829881e-06
1945.0,0.0005886366491273803
1950.0,1.8591479310595166e-05
1955.0,0.00020985367185128793
1960.0,0.00032116784323626903
1965.0,0.0004632241742902292
1970.0,0.00022207427399001847
1975.0,0.0004340980615764558
1980.0,0.0005650468446708705
1985.0,0.0011752760205030511
1990.0,0.0005755479354240216
1995.0,0.00044763453738044557
2000.0,0.0001786207707939019
2005.0,0.00028606923149307966
2010.0,0.0007881090053867423
2015.0,0.0003792566224857088
2025.0,0.0007573559120562835
2030.0,0.0001357696772767517
2035.0,0.0002576848596676806
2040.0,4.288987129471416e-05
2045.0,0.00044615937746267885
2050.0,5.085119399605297e-05
2055.0,0.00033180376468776014
2060.0,2.851636702321751e-05
2065.0,3.9266450856403304e-05
2070.0,0.0012418577215426339
2075.0,0.0001854392244565078
2080.0,0.0002088142594855044
2085.0,2.9425188032553565e-05
2095.0,0.000113218106643045
2100.0,0.00037090677696151433
2110.0,6.848088954971993e-05
2115.0,4.655877523375253e-05
2120.0,0.0007208680792675212
2125.0,7.634041497928725e-05
2130.0,6.157512688620656e-05
2135.0,0.002064307146007918
2140.0,3.549134877217585e-05
2150.0,2.5056205108095627e-05
2155.0,8.168642995508888e-05
2160.0,0.001617715631848013
2170.0,0.0007140007405025682
2175.0,0.0004976699809479269
2180.0,3.513743683140335e-05
2185.0,0.0007711274188696738
2190.0,6.999173445164708e-05
2195.0,0.0007969239496030599
2200.0,0.00011255176888942164
2205.0,2.710946916645406e-05
2210.0,6.242179848289844e-05
2215.0,0.0008443491514477402
2220.0,0.002490766238747514
2225.0,3.238567437011e-05
2230.0,0.00033938665088331253
2235.0,0.000640115230325747
2245.0,0.0015627199025428536
2250.0,0.000471734630763428
2255.0,4.496317569525454e-05
2260.0,0.0006868949143754256
2270.0,0.0011174151304718441
2275.0,0.00019148512408785664
2285.0,6.905140213040009e-05
2295.0,0.00023970458017407746
2300.0,0.0014616621113832818
2305.0,0.0004017799184019501
2310.0,0.0006961357289791883
2315.0,0.00028836233164801094
2320.0,0.0008598313731316737
2325.0,0.0006979012790161034
2330.0,3.4827365679725755e-05
2335.0,0.000662645073227894
2340.0,1.9273078160542017e-05
2345.0,0.00023194889686694987
2350.0,0.0006249114133085004
2355.0,0.000487632145779263
2360.0,0.0004825760481275639
2365.0,0.0002844316784952989
2370.0,0.0008105771179078855
2375.0,3.773201114820455e-05
2380.0,0.0013620448130318447
2385.0,0.002644051043183588
2390.0,0.003572406209108577
2395.0,0.0003626037016918049
2400.0,0.0008500990616445368
2405.0,0.0024924112333870323
2410.0,0.0027532221002081717
2415.0,0.0004796663502936615
2420.0,0.0009996071697615792
2425.0,0.0009467419137987366
2430.0,0.0015892884199059884
2435.0,0.003420731815895913
2440.0,0.0005890008653795578
2445.0,0.0005717737988067007
2450.0,0.0006999532630009249
2455.0,0.0009798174496651552
2460.0,4.5806440991763805e-05
2465.0,0.001390682864410181
2470.0,0.0006872189853660446
2475.0,0.00012959575973537315
2480.0,0.0011060971570342702
2485.0,0.0011360244619731048
2490.0,0.001627180836386182
2500.0,0.0016876303846235887
2505.0,4.781533072903761e-05
2510.0,0.0011599273917312963
2515.0,0.00047833898403577596
2525.0,6.302368985189761e-05
2535.0,2.9177249946233658e-05
2540.0,8.288680158445163e-05
2550.0,0.0014184467473375671
2555.0,9.324777168951898e-05
2570.0,0.0007284331227819057
2575.0,0.0011058284273318842
2580.0,0.001421730760173311
2585.0,0.001082664386869692
2590.0,5.802901557048769e-05
2610.0,3.4101781372500886e-05
2630.0,0.00037984610743829717
2655.0,0.0008687473592128028
2675.0,5.704649286151664e-05
2680.0,0.0021098432308694027
2720.0,0.0007571848414135822
2740.0,0.00010049052362033512
2760.0,0.0020687957423084448
2770.0,4.865070305488144e-05
2785.0,0.0010767235864132755
2835.0,0.0017734652483498892
2850.0,0.0010054867090556832
2885.0,0.00165720722434223
2905.0,0.0023818771104865454
2920.0,0.0011887789355937506
2930.0,0.0013902035689715197
2945.0,0.0008042354869881589
2950.0,0.0026004346417236542
2955.0,0.0016953161288621936
2975.0,0.0009018800186326295
2985.0,0.0022766031178997935
2990.0,0.0013230818192087872
2995.0,0.0010401232181109351
3025.0,0.0026840357211870914
3045.0,0.001936109356884159
3055.0,0.0009755694560409847
3075.0,0.001093433168319815
3090.0,0.0010032902069509937
3110.0,0.0012910800484425278
3115.0,0.001025149935608903
3145.0,0.002172808836910609
3150.0,0.004788286347341148
3165.0,0.0020691841162322174
3185.0,0.0016119574506900857
3220.0,0.004641513170052141
3245.0,0.0053243286225225835
3250.0,0.0014043069884987712
3255.0,0.0028817779769763985
3260.0,0.002399721052577686
3285.0,0.00178547770136191
3290.0,0.0009691070671190058
3295.0,0.00785145707321353
3315.0,0.002342967744490253
3330.0,0.003485393320835972
3335.0,0.00327298606838822
3340.0,0.0013114590945162172
3370.0,0.002726493045813263
3390.0,0.001480999090819261
3425.0,0.010394654163953765
3430.0,0.00711270960436807
3475.0,0.003650812969967224
3505.0,0.0027182686552967043
3515.0,0.00863496027037029
3530.0,0.005567965365201468
3555.0,0.002429391806533093
3560.0,0.005797144073703682
3570.0,0.0033026401979614076
3575.0,0.002356568445724524
3590.0,0.0038346470985091232
3595.0,0.0030797719154501664
3600.0,0.0022923249828310974
3610.0,0.009189918325840788
3615.0,0.0020215334550797047
3620.0,0.0029245385667977324
3625.0,0.0035489084600540594
3630.0,0.00580306903214374
3640.0,0.004207766019952619
3645.0,0.005555316086756115
3650.0,0.004384213608965782
3655.0,0.005607581244031989
3670.0,0.003864379306179454
3675.0,0.002373378767605186
3695.0,0.0029539559886054816
3700.0,0.0029522219617967083
3710.0,0.0032534331248760626
3715.0,0.009298028414429504
3745.0,0.0015034975434824543
3760.0,0.005160218312814497
3780.0,0.008333754294760841
3785.0,0.003803324412764788
3830.0,0.00608116026254982
3845.0,0.0014442468453891267
3850.0,0.006177095318035018
3870.0,0.004824044222351396
3880.0,0.005439989909067363
3885.0,0.007260712982124071
3925.0,0.008421076981060495
3935.0,0.00807175862808069
3940.0,0.0010974847794720174
3965.0,0.0012751167883986515
3980.0,0.0029062835442472267
3985.0,0.002522042786860349
4000.0,0.0053483649561405465
4025.0,0.001775898319877748
4030.0,0.00212361069884686
4035.0,0.004399952663684614
4040.0,0.00719810591771998
4045.0,0.002767861754671311
4050.0,0.004337182896094123
4055.0,0.014407703016040184
4060.0,0.002902774095350533
4065.0,0.0030957973857423477
4070.0,0.0020810833423061887
4075.0,0.0019921846258524863
4085.0,0.004865016652472695
4125.0,0.007838544186090134
4135.0,0.0011725423755914535
4140.0,0.0062224137212490635
4150.0,0.002886261951559156
4155.0,0.0016412299232746366
4160.0,0.002575945717385389
4165.0,0.011613084539909694
4185.0,0.009832169326062692
4195.0,0.002508584871436104
4200.0,0.003495341172061333
4210.0,0.0025300573526545692
4230.0,0.001358057291244368
4245.0,0.0017076185494281767
4255.0,0.0029017590769712083
4325.0,0.0025086996854014635
4330.0,0.0034261732202451518
4340.0,0.0014745008860473307
4345.0,0.0070226171264268465
4350.0,0.002164214938681663
4380.0,0.002214625836365045
4400.0,0.0033857177047850193
4410.0,0.001701819520303913
4415.0,0.016806800224467778
4425.0,0.0018374070588258462
4440.0,0.0035095641671287693
4445.0,0.0020256260040381986
4450.0,0.0016559481476821178
4480.0,0.002871226136599428
4485.0,0.003916467183686929
4505.0,0.003141276509973039
