price,weight
140.0,0.00023378447081584067
145.0,8.169880732386149e-05
150.0,0.0001787949171287404
160.0,0.0001886984331681294
170.0,0.006911181256349979
185.0,7.522561706902762e-05
210.0,7.84419952795923e-05
215.0,0.00022308415026640863
220.0,0.00019848286436865357
225.0,0.000747613336380059
230.0,0.0010097817891515184
235.0,0.0005633738468779009
240.0,0.00029000789844079876
245.0,0.0008328125290111525
250.0,0.0017549135443301377
255.0,0.0006618800426916587
260.0,0.001287327701594838
265.0,0.002189216605763602
270.0,0.0016338242089719457
275.0,0.0014552415634459142
280.0,0.0008594292946775586
285.0,0.0019174228180806614
290.0,0.002027410527817648
295.0,0.0029533007859553484
300.0,0.004532920715071042
305.0,0.005328027578635186
310.0,0.004390161064624706
315.0,0.0014768417020201731
320.0,0.0025696193838581063
325.0,0.002511920396680344
330.0,0.0011065651958508
335.0,0.00017114617357816584
340.0,0.0012840835178119234
350.0,0.0002644315674520434
355.0,0.0024156098210112694
360.0,7.386087982303854e-05
365.0,0.000739781978613567
370.0,0.00012948696898199452
375.0,0.0009250810480167442
380.0,0.00010600335443421964
390.0,0.0001798298440401098
395.0,0.002102899209891719
420.0,0.0003160289873222003
430.0,0.0031358387034658877
435.0,0.0025094692378328227
440.0,0.0024294899124650176
445.0,0.0018660925361212244
450.0,0.0002876200972352648
455.0,0.0006928859809303728
460.0,0.0011243050702117875
465.0,0.005432144774134733
470.0,0.00012993910821564776
480.0,0.0001546406532022677
485.0,0.0023582095178206843
540.0,0.0006954592619381447
580.0,0.00018376025408897638
590.0,0.004834528515284376
600.0,0.0032985607726942904
605.0,0.0003614525216971493
610.0,0.0005961295213343802
620.0,0.002391463409746242
630.0,0.001294068566275038
640.0,0.00043542473897514877
650.0,0.007875134425838697
655.0,0.011389698395167342
660.0,0.005677106587152565
665.0,0.009222655115519014
670.0,0.004539079373945547
680.0,0.016593052581577523
685.0,0.011868309842571357
690.0,0.005594794954291006
695.0,0.039057976015473644
700.0,0.02172281927029043
705.0,0.0351209872098552
710.0,0.011963169520814294
715.0,0.02510852437826747
720.0,0.03702736374110498
730.0,0.03612817022844218
735.0,0.011451219153848282
740.0,0.020197481138213232
745.0,0.0476960990572516
750.0,0.04934280797586428
755.0,0.036512557755031275
760.0,0.014011364553811733
765.0,0.014380391806548955
770.0,0.0003954070539562093
775.0,0.05732589408902394
780.0,0.02856756614402681
790.0,0.05975787915783323
795.0,0.0009297693064644321
800.0,0.026739113458844308
810.0,0.02595326773569103
815.0,0.015583114533463022
820.0,0.031811515879535596
825.0,0.0057380371228207315
830.0,0.020271147257692995
835.0,0.02095704599266113
845.0,0.034239105600189515
850.0,0.030778743559069077
855.0,0.05048861688238931
875.0,0.024026521324043343
880.0,0.0007677602750669364
