stock_code,company_name,週別,統計_日期,當週股價_收盤_元,當週股價_漲跌_元,當週股價_漲跌_pct,集保庫存_萬張,持股_小於等於10張_pct,持股_大於10張小於等於50張_pct,持股_大於50張小於等於100張_pct,持股_大於100張小於等於200張_pct,持股_大於200張小於等於400張_pct,持股_大於400張小於等於800張_pct,持股_大於800張小於等於1千張_pct,持股_大於1千張_pct,各持股等級股東之持有比例_pct_Unnamed:_14_level_1,各持股等級股東之持有比例_pct_Unnamed:_15_level_1,各持股等級股東之持有比例_pct_Unnamed:_16_level_1,各持股等級股東之持有比例_pct_Unnamed:_17_level_1,各持股等級股東之持有比例_pct_Unnamed:_18_level_1,各持股等級股東之持有比例_pct_Unnamed:_19_level_1,各持股等級股東之持有比例_pct_Unnamed:_20_level_1,各持股等級股東之持有比例_pct_Unnamed:_21_level_1,各持股等級股東之持有比例_pct_Unnamed:_22_level_1,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
0050,元大台灣50,25W28,07/11,49.62,0.76,1.56,1325,18.6,23.7,7.85,5.13,2.95,1.55,0.32,40,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W27,07/04,48.86,0.57,1.18,1334,18.2,23.4,7.79,5.09,2.92,1.56,0.32,40.7,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W26,06/27,48.29,1.26,2.68,1320,18.3,23.8,7.91,5.25,2.99,1.6,0.32,39.8,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W25,06/20,47.03,-141.62,-75.07,1346,17.6,23.2,7.77,5.17,2.97,1.6,0.34,41.3,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W24,-,188.65,6.7,3.68,-,-,-,-,-,-,-,-,-,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W23,06/06,181.95,2.2,1.22,326.7,37.8,16.4,3.21,1.79,1.07,0.78,0.43,38.5,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W22,05/29,179.75,-1.1,-0.61,294.1,41.5,17.8,3.49,1.94,1.15,0.9,0.54,32.6,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W21,05/23,180.85,-2.15,-1.17,294,41.3,17.7,3.44,1.92,1.13,0.81,0.51,33.2,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W20,05/16,183.0,8.25,4.72,294,41.2,17.6,3.42,1.86,1.14,0.82,0.47,33.5,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
0050,元大台灣50,25W19,05/09,174.75,1.25,0.72,297.6,40.8,17.3,3.37,1.86,1.11,0.82,0.47,34.3,,,,,,,,,,EquityDistributionClassHis,EquityDistributionClassHis_0050_元大台灣50.xls,True,2026-08-12 20:40:43 CST,2026-08-12 20:40:33 CST,2026-08-16 10:12:26 CST
